"id","Antenna...Dish","Type","Applicant","Location","SBL.","Issued","Year","Valuation","Fee.Amount","Location2","lon","lat","Tract"
3538,"PC-0217-16","Parking Meter Rental","CBD Construction LLC","Warren St S, Syracuse","","04/15/2016",2016,0,1451.25,NA,NA,NA,NA
3539,"PC-0218-16","Block Party (Business)","Syracuse University","Walnut Pl, Syracuse","","04/29/2016",2016,0,100,NA,NA,NA,NA
3540,"PC-0219-13","Liability Waiver","Knockout Handyman","Montgomery St, Syracuse","","05/24/2013",2013,0,0,NA,NA,NA,NA
3541,"PC-0219-16","Parking Meter Rental","Syracuse University","Walnut Pl, Syracuse","","04/15/2016",2016,0,393.75,NA,NA,NA,NA
3542,"PC-0220-13","Sidewalk Cafe","Just 1 Bite Diner","Salina St N, Syracuse","","05/22/2013",2013,0,0,NA,NA,NA,NA
3543,"PC-0220-15","Public Assembly","Iglesia Gusto el Reyno","Wyoming St, Syracuse","","05/20/2015",2015,0,0,NA,NA,NA,NA
3544,"PC-0220-16","Public Assembly","Syracuse Chapter of Jack and Jill of 
America","Jefferson St W, Syracuse","","05/02/2016",2016,0,0,NA,NA,NA,NA
3545,"PC-0221-13","Block Party (Residential)","David Butchko","Second North St, Syracuse","","05/25/2013",2013,0,0,NA,NA,NA,NA
3546,"PC-0221-15","Road Cut","National Grid","Buckingham Ave, Syracuse","","06/16/2015",2015,0,0,NA,NA,NA,NA
3547,"PC-0222-12","Block Party (Business)","CNY Jazz Arts Foundation","Genesee St E, Syracuse","","07/27/2012",2012,0,0,NA,NA,NA,NA
3548,"PC-0222-15","Road Cut","National Grid","Bruce St, Syracuse","","06/16/2015",2015,0,0,NA,NA,NA,NA
3549,"PC-0223-14","Curb Cut","C&S Engineers","Van Rensselaer St, Syracuse","","07/18/2014",2014,0,0,NA,NA,NA,NA
3550,"PC-0223-16","Road Cut","National Grid","Carbon St S, Syracuse","","06/04/2016",2016,0,0,NA,NA,NA,NA
3551,"PC-0224-15","Public Assembly","Everson Museum of Art","State St S, Syracuse","","05/20/2015",2015,0,0,NA,NA,NA,NA
3552,"PC-0224-16","Road Cut","National Grid","Spring St, Syracuse","","06/25/2016",2016,0,0,NA,NA,NA,NA
3553,"PC-0225-14","Block Party (Residential)","Eric Wise","Ruskin Ave, Syracuse","","06/14/2014",2014,0,0,NA,NA,NA,NA
3554,"PC-0225-16","Block Party (Residential)","The Daily Orange Corp.","Clarendon St, Syracuse","","04/23/2016",2016,0,25,NA,NA,NA,NA
3555,"PC-0226-13","Road Cut","Time Warner Cable","Townsend St S, Syracuse","","07/17/2013",2013,0,0,NA,NA,NA,NA
3556,"PC-0228-12","Block Party (Business)","Crooked Arrows, LLC","Montgomery St, Syracuse","","05/09/2012",2012,0,0,NA,NA,NA,NA
3557,"PC-0228-15","Road Cut","National Grid","Hubbell Ave, Syracuse","","06/16/2015",2015,0,0,NA,NA,NA,NA
3558,"PC-0229-12","Liability Waiver","Hueber-Breuer Construction Co., Inc.","Stadium Pl, Syracuse","","05/11/2012",2012,0,0,NA,NA,NA,NA
3559,"PC-0229-13","Liability Waiver","Hygeia Environmental LLC","Warren St S, Syracuse","","05/24/2013",2013,0,0,NA,NA,NA,NA
3560,"PC-0229-14","Road Cut","National Grid","St Mary's Ter, Syracuse","","07/14/2014",2014,0,0,NA,NA,NA,NA
3561,"PC-0229-15","Road Cut","National Grid","Arlington Ave, Syracuse","","06/16/2015",2015,0,0,NA,NA,NA,NA
3562,"PC-0230-14","Road Cut","National Grid","Merrill St, Syracuse","","07/07/2014",2014,0,0,NA,NA,NA,NA
3563,"PC-0230-15","Public Assembly","James Quinn","State St S, Syracuse","","05/06/2015",2015,0,0,NA,NA,NA,NA
3564,"PC-0231-13","Liability Waiver","Unified Services of NY Inc","Washington St E, Syracuse","","05/17/2013",2013,0,0,NA,NA,NA,NA
3565,"PC-0231-16","Road Cut","Industrial Contracting Inc","Comstock Ave, Syracuse","","05/31/2016",2016,0,0,NA,NA,NA,NA
3566,"PC-0232-14","Sidewalk Replace","PLS Construction Co.","Tennyson Ave, Syracuse","","06/04/2014",2014,0,0,NA,NA,NA,NA
3567,"PC-0232-16","Road Cut","LAN-CO Companies","Brighton Ave E, Syracuse","","08/03/2016",2016,0,0,NA,NA,NA,NA
3568,"PC-0233-13","Parking Meter Rental","Polish Scholarship Fund","Erie Blvd W, Syracuse","","07/21/2015",2015,0,0,NA,NA,NA,NA
3569,"PC-0233-16","Liability Waiver","Landmark Theatre Properties","Clinton St S, Syracuse","","04/17/2016",2016,0,50,NA,NA,NA,NA
3570,"PC-0234-14","Liability Waiver","Dewald Roofing Co., Inc","Mcbride St S, Syracuse","","06/09/2014",2014,0,0,NA,NA,NA,NA
3571,"PC-0235-12","Road Cut","EJ Construction Group Inc","Genesee St W, Syracuse","","07/19/2012",2012,0,0,NA,NA,NA,NA
3572,"PC-0235-13","Liability Waiver","Excelsior Window Cleaners","Salina St S, Syracuse","","06/08/2013",2013,0,0,NA,NA,NA,NA
3573,"PC-0236-13","Liability Waiver","Excelsior Window Cleaners","Warren St S, Syracuse","","06/15/2013",2013,0,0,NA,NA,NA,NA
3574,"PC-0238-12","Liability Waiver","Excelsior Window Cleaners","Salina St S, Syracuse","","05/03/2012",2012,0,0,NA,NA,NA,NA
3575,"PC-0238-14","Liability Waiver","Bette & Cring","State St N, Syracuse","","06/16/2014",2014,0,0,NA,NA,NA,NA
3576,"PC-0238-15","Road Cut","New York State Dept of Transportation","State St S, Syracuse","","06/12/2015",2015,0,0,NA,NA,NA,NA
3577,"PC-0238-16","Block Party (Residential)","Andrew  Luhr","Forest Hill Dr, Syracuse","","06/18/2016",2016,0,25,NA,NA,NA,NA
3578,"PC-0239-12","Road Cut","New Visions","Beech St N, Syracuse","","07/16/2012",2012,0,0,NA,NA,NA,NA
3579,"PC-0239-14","Liability Waiver","Bette & Cring","State St N, Syracuse","","06/16/2014",2014,0,0,NA,NA,NA,NA
3580,"PC-0239-15","Liability Waiver","Excelsior Window Cleaners","Irving Ave, Syracuse","","05/23/2015",2015,0,50,NA,NA,NA,NA
3581,"PC-0239-16","Liability Waiver","Aardvark Event Logistics Inc","Washington St E, Syracuse","","04/22/2016",2016,0,50,NA,NA,NA,NA
3582,"PC-0240-14","Block Party (Residential)","John Hornick","Sedgwick Dr, Syracuse","","06/28/2014",2014,0,0,NA,NA,NA,NA
3583,"PC-0240-16","Parking Meter Rental","Aardvark Event Logistics Inc","Washington St E, Syracuse","","05/02/2016",2016,0,45,NA,NA,NA,NA
3584,"PC-0241-12","Road Cut","EJ Construction Group Inc","Delaware St, Syracuse","","07/19/2012",2012,0,0,NA,NA,NA,NA
3585,"PC-0241-15","Public Assembly","Israelite School of U.P.K.","Salina St S, Syracuse","","05/15/2015",2015,0,0,NA,NA,NA,NA
3586,"PC-0244-15","Road Cut","Verizon New York Inc","Division St W, Syracuse","","06/12/2015",2015,0,0,NA,NA,NA,NA
3587,"PC-0245-13","Block Party (Residential)","Jennifer Schultz","Hampshire Rd, Syracuse","","06/22/2013",2013,0,0,NA,NA,NA,NA
3588,"PC-0245-14","Block Party (Residential)","Martin Donnelly-Heg","Scott Ave, Syracuse","","06/22/2014",2014,0,0,NA,NA,NA,NA
3589,"PC-0245-15","Road Cut","National Grid","Hubbell Ave, Syracuse","","06/16/2015",2015,0,0,NA,NA,NA,NA
3590,"PC-0246-12","Sidewalk Cafe","Today's Special","Warren St S, Syracuse","","05/11/2012",2012,0,0,NA,NA,NA,NA
3591,"PC-0246-13","Block Party (Business)","Kate Holmes","Water St E, Syracuse","","06/22/2013",2013,0,0,NA,NA,NA,NA
3592,"PC-0246-15","Road Cut","National Grid","Colvin St W, Syracuse","","07/20/2015",2015,0,0,NA,NA,NA,NA
3593,"PC-0247-12","Road Cut","Lan-Co Companies","Erie Blvd E, Syracuse","","07/19/2012",2012,0,0,NA,NA,NA,NA
3594,"PC-0247-13","Liability Waiver","C. Westcott Construction Co. LLC","Washington St E, Syracuse","","06/06/2013",2013,0,0,NA,NA,NA,NA
3595,"PC-0247-16","Liability Waiver","Clark Rigging and Rental","Waverly Ave & University, Syracuse","","05/17/2016",2016,0,50,NA,NA,NA,NA
3596,"PC-0248-16","Parking Meter Rental","Clark Rigging and Rental","Waverly Ave & University, Syracuse","","04/18/2016",2016,0,168,NA,NA,NA,NA
3597,"PC-0249-12","Road Cut","Industrial Contracting Inc","Irving Ave, Syracuse","","07/19/2012",2012,0,0,NA,NA,NA,NA
3598,"PC-0249-13","Liability Waiver","Spensieri Diversified LLC","University Pl, Syracuse","","06/10/2013",2013,0,0,NA,NA,NA,NA
3599,"PC-0249-14","Road Cut","D.E. Tarolli, Inc.","Comstock Ave, Syracuse","","07/18/2014",2014,0,0,NA,NA,NA,NA
3600,"PC-0249-16","Road Cut","Industrial Contracting Inc","Van Buren St, Syracuse","","07/08/2016",2016,0,0,NA,NA,NA,NA
3601,"PC-0250-12","Road Cut","Industrial Contracting Inc","Stadium Pl, Syracuse","","07/19/2012",2012,0,0,NA,NA,NA,NA
3602,"PC-0251-12","Liability Waiver","Rich & Gardner Construction Co.","Erie Blvd E, Syracuse","","05/09/2012",2012,0,0,NA,NA,NA,NA
3603,"PC-0251-15","Road Cut","Hueber-Breuer Construction Co., Inc.","University Ave, Syracuse","","09/17/2015",2015,0,11497.16,NA,NA,NA,NA
3604,"PC-0253-16","Parking Meter Rental","Cornell University Department of 
Communications","Jefferson St E, Syracuse","","04/21/2016",2016,0,135,NA,NA,NA,NA
3605,"PC-0254-13","Sidewalk Replace","CNY Sealing & Plowing","Comstock Ave, Syracuse","","06/03/2013",2013,0,0,NA,NA,NA,NA
3606,"PC-0257-16","Liability Waiver","CBD Construction LLC","Warren St S, Syracuse","","06/04/2016",2016,0,50,NA,NA,NA,NA
3607,"PC-0258-15","Block Party (Business)","Interfaith Works of CNY","Kirkpatrick St, Syracuse","","06/06/2015",2015,0,0,NA,NA,NA,NA
3608,"PC-0258-16","Parking Meter Rental","CBD Construction LLC","WARREN ST S, Syracuse","","05/02/2016",2016,0,157.25,NA,NA,NA,NA
3609,"PC-0259-14","Block Party (Business)","40 Below Public Arts Task Force","Erie Blvd E, Syracuse","","06/28/2014",2014,0,0,NA,NA,NA,NA
3610,"PC-0259-16","Liability Waiver","CBD Construction LLC","Warren St S, Syracuse","","05/14/2016",2016,0,50,NA,NA,NA,NA
3611,"PC-0260-13","Block Party (Residential)","David Butchko","Stolp Ave, Syracuse","","06/08/2013",2013,0,0,NA,NA,NA,NA
3612,"PC-0260-16","Parking Meter Rental","CBD Construction LLC","Warren St S, Syracuse","","05/02/2016",2016,0,157.25,NA,NA,NA,NA
3613,"PC-0261-15","Public Assembly","Firefighters of Color United in Syracuse","Ostrom Ave, Syracuse","","05/27/2015",2015,0,0,NA,NA,NA,NA
3614,"PC-0262-12","Road Cut","Route 84 Enterprises Inc","Harrison St, Syracuse","","07/16/2012",2012,0,0,NA,NA,NA,NA
3615,"PC-0262-16","Parking Meter Rental","Weather Tight Solutions Inc.","Warren St S, Syracuse","","04/20/2016",2016,0,697.5,NA,NA,NA,NA
3616,"PC-0263-13","Liability Waiver","JPW Riggers","Water St E, Syracuse","","06/15/2013",2013,0,0,NA,NA,NA,NA
3617,"PC-0263-15","Road Cut","National Grid","Mather St, Syracuse","","07/02/2015",2015,0,0,NA,NA,NA,NA
3618,"PC-0263-16","Liability Waiver","Heritage Masonry Restoration, Inc","State St S, Syracuse","","04/25/2016",2016,0,50,NA,NA,NA,NA
3619,"PC-0264-13","Block Party (Business)","CNY Jazz Arts Foundation","Water St E, Syracuse","","01/03/2014",2014,0,0,NA,NA,NA,NA
3620,"PC-0264-15","Road Cut","National Grid","Roberts Ave, Syracuse","","07/31/2015",2015,0,0,NA,NA,NA,NA
3621,"PC-0265-13","Block Party (Residential)","Greater Strathmore Neighborhood 
Association","Ruskin Ave, Syracuse","","06/15/2013",2013,0,0,NA,NA,NA,NA
3622,"PC-0265-16","Loading Zone (Business)","Schneider Financial LLC","Any City Street with a LZ, Syracuse","","04/22/2016",2016,0,50,NA,NA,NA,NA
3623,"PC-0266-14","Block Party (Business)","Polish Scholarship Fund","Clinton St N, Syracuse","","06/19/2014",2014,0,0,NA,NA,NA,NA
3624,"PC-0266-15","Block Party (Business)","WCNY","Marcellus St, Syracuse","","05/27/2015",2015,0,100,NA,NA,NA,NA
3625,"PC-0266-16","Public Assembly","Syracuse Recruiting Battalion","Salina St S, Syracuse","","06/06/2016",2016,0,0,NA,NA,NA,NA
3626,"PC-0267-13","Block Party (Residential)","Huntington Family Center","Niagara St, Syracuse","","07/17/2013",2013,0,0,NA,NA,NA,NA
3627,"PC-0267-15","Liability Waiver","Vigliotti Builders","Washington St E, Syracuse","","05/27/2015",2015,0,995,NA,NA,NA,NA
3628,"PC-0267-16","Liability Waiver","Elmer W Davis","Waverly Ave, Syracuse","","05/04/2016",2016,0,50,NA,NA,NA,NA
3629,"PC-0268-14","Block Party (Residential)","Valerie Hill","South Ave, Syracuse","","06/14/2014",2014,0,0,NA,NA,NA,NA
3630,"PC-0268-15","Sidewalk Replace","Vigliotti Builders","Washington St E, Syracuse","","06/02/2015",2015,0,25,NA,NA,NA,NA
3631,"PC-0269-12","Road Cut","Rich & Gardner Construction Co.","Division St E, Syracuse","","07/19/2012",2012,0,0,NA,NA,NA,NA
3632,"PC-0269-14","Block Party (Business)","Valerie Hill","South Ave, Syracuse","","06/14/2014",2014,0,0,NA,NA,NA,NA
3633,"PC-0270-13","Block Party (Residential)","Westside Academy @ Blodgett","Oswego St, Syracuse","","06/20/2013",2013,0,0,NA,NA,NA,NA
3634,"PC-0270-16","Liability Waiver","Longhouse Construction Group LLC","Monroe St, Syracuse","","04/25/2016",2016,0,50,NA,NA,NA,NA
3635,"PC-0271-12","Block Party (Business)","All Times Festivals c/o New Times","Montgomery St, Syracuse","","07/28/2012",2012,0,0,NA,NA,NA,NA
3636,"PC-0272-12","Block Party (Residential)","David Butchko","Geddes St S, Syracuse","","06/09/2012",2012,0,0,NA,NA,NA,NA
3637,"PC-0272-13","Block Party (Residential)","St Patrick's Parish","Lowell Ave N, Syracuse","","07/19/2013",2013,0,0,NA,NA,NA,NA
3638,"PC-0272-16","Liability Waiver","Creek Rats","Dickerson St, Syracuse","","05/07/2016",2016,0,50,NA,NA,NA,NA
3639,"PC-0273-13","Road Cut","Hygeia Environmental LLC","Fayette St E, Syracuse","","05/31/2013",2013,0,0,NA,NA,NA,NA
3640,"PC-0273-16","Liability Waiver","Excelsior Window Cleaners","Harrison St & Townsend St, Syracuse","","04/29/2016",2016,0,50,NA,NA,NA,NA
3641,"PC-0274-14","Block Party (Residential)","Near Westside Initiative","Oswego St, Syracuse","","06/29/2014",2014,0,0,NA,NA,NA,NA
3642,"PC-0275-14","Block Party (Residential)","Syracuse Soap Box Derby Inc","Geddes St S, Syracuse","","06/14/2014",2014,0,0,NA,NA,NA,NA
3643,"PC-0276-13","Liability Waiver","VC Associates","Irving Ave, Syracuse","","06/10/2013",2013,0,0,NA,NA,NA,NA
3644,"PC-0277-12","Road Cut","National Grid","Washington St E, Syracuse","","01/25/2013",2013,0,0,NA,NA,NA,NA
3645,"PC-0277-13","Block Party (Residential)","Hollerback Productions","Wilkinson St & Barker Pl, Syracuse","","08/04/2013",2013,0,0,NA,NA,NA,NA
3646,"PC-0277-15","Road Cut","Housing Visions","Butternut St, Syracuse","","07/31/2015",2015,0,100,NA,NA,NA,NA
3647,"PC-0278-12","Road Cut","Atlantic Testing Laboratories","Pond St, Syracuse","","07/19/2012",2012,0,0,NA,NA,NA,NA
3648,"PC-0278-15","Road Cut","Nothnagle Drilling, Inc.","Clinton St S, Syracuse","","07/02/2015",2015,0,100,NA,NA,NA,NA
3649,"PC-0279-14","Road Cut","National Grid","Salina St S, Syracuse","","07/21/2014",2014,0,0,NA,NA,NA,NA
3650,"PC-0279-15","Liability Waiver","PODS Enterprises, Inc","Salina St S, Syracuse","","06/01/2015",2015,0,83.75,NA,NA,NA,NA
3651,"PC-0280-12","Block Party (Residential)","James Boylan","Ruskin Ave, Syracuse","","06/06/2012",2012,0,0,NA,NA,NA,NA
3652,"PC-0280-14","Road Cut","National Grid","State St S, Syracuse","","07/21/2014",2014,0,0,NA,NA,NA,NA
3653,"PC-0281-12","Block Party (Business)","Catholic Charities","Genesee St E, Syracuse","","06/23/2012",2012,0,0,NA,NA,NA,NA
3654,"PC-0281-13","Liability Waiver","Hueber-Breuer","Irving Ave, Syracuse","","06/07/2013",2013,0,0,NA,NA,NA,NA
3655,"PC-0281-14","Liability Waiver","Excelsior Window Cleaners","Salina St S, Syracuse","","06/14/2014",2014,0,0,NA,NA,NA,NA
3656,"PC-0281-16","Block Party (Business)","Juneteenth Inc.","Clinton St N, Syracuse","","06/17/2016",2016,0,0,NA,NA,NA,NA
3657,"PC-0282-12","Liability Waiver","Raullis and Sons Inc","Prospect Ave, Syracuse","","08/18/2012",2012,0,0,NA,NA,NA,NA
3658,"PC-0282-13","Liability Waiver","Barrett Paving","McBride St N, Syracuse","","06/11/2013",2013,0,0,NA,NA,NA,NA
3659,"PC-0282-16","Block Party (Business)","Juneteenth Inc.","South Ave, Syracuse","","06/17/2016",2016,0,0,NA,NA,NA,NA
3660,"PC-0283-12","Road Cut","National Grid","Grand Ave, Syracuse","","01/25/2013",2013,0,0,NA,NA,NA,NA
3661,"PC-0283-13","Block Party (Residential)","Karen Loftin","Bellevue Ave, Syracuse","","06/27/2013",2013,0,0,NA,NA,NA,NA
3662,"PC-0283-14","Liability Waiver","CBD Construction, LLC.","Warren St S, Syracuse","","06/21/2014",2014,0,0,NA,NA,NA,NA
3663,"PC-0283-15","Liability Waiver","Creek Rats","Dickerson St, Syracuse","","06/06/2015",2015,0,50,NA,NA,NA,NA
3664,"PC-0283-16","Public Assembly","Juneteenth Inc.","State St S, Syracuse","","06/10/2016",2016,0,0,NA,NA,NA,NA
3665,"PC-0284-12","Liability Waiver","Hueber-Breuer Construction Co., Inc.","Irving Ave, Syracuse","","06/01/2012",2012,0,0,NA,NA,NA,NA
3666,"PC-0284-13","Liability Waiver","LeChase Construction Services","Adams St E, Syracuse","","06/07/2013",2013,0,0,NA,NA,NA,NA
3667,"PC-0284-14","Block Party (Business)","CNY Pride, Inc.","Belden Ave W, Syracuse","","06/21/2014",2014,0,0,NA,NA,NA,NA
3668,"PC-0284-15","Road Cut","National Grid","Lancaster Ave, Syracuse","","07/06/2015",2015,0,0,NA,NA,NA,NA
3669,"PC-0284-16","Block Party (Business)","Paige's Butterfly Run, Inc","ERIE BLVD, Syracuse","","06/04/2016",2016,0,0,NA,NA,NA,NA
3670,"PC-0285-12","Road Cut","Cunningham Excavation","Fayette St W, Syracuse","","07/19/2012",2012,0,0,NA,NA,NA,NA
3671,"PC-0285-14","Liability Waiver","LeChase Construction Services LLC.","Adams St E, Syracuse","","06/11/2014",2014,0,0,NA,NA,NA,NA
3672,"PC-0286-15","Road Cut","National Grid","Gordon Ave, Syracuse","","07/20/2015",2015,0,0,NA,NA,NA,NA
3673,"PC-0287-12","Block Party (Residential)","SEUNA","Meadowbrook Dr, Syracuse","","05/27/2012",2012,0,0,NA,NA,NA,NA
3674,"PC-0287-13","Block Party (Residential)","Faith Hope Community Center","Montgomery St, Syracuse","","07/27/2013",2013,0,0,NA,NA,NA,NA
3675,"PC-0287-14","Block Party (Residential)","Payton Memorial Temple Church","Warner Ave, Syracuse","","07/12/2014",2014,0,0,NA,NA,NA,NA
3676,"PC-0288-13","Liability Waiver","Slate Hill Contractors","Castle St E, Syracuse","","07/24/2013",2013,0,0,NA,NA,NA,NA
3677,"PC-0288-14","Block Party (Residential)","Donna  Stoner","Harrington Rd, Syracuse","","07/13/2014",2014,0,0,NA,NA,NA,NA
3678,"PC-0288-16","Parking Meter Rental","UnitedHealthcare Community Plan","Warren St S, Syracuse","","04/27/2016",2016,0,45,NA,NA,NA,NA
3679,"PC-0289-13","Liability Waiver","Slate Hill Contractors","Calthrop Ave E Rear, Syracuse","","07/26/2013",2013,0,0,NA,NA,NA,NA
3680,"PC-0290-13","Liability Waiver","Starlight Maintenance Corp","Harrison St, Syracuse","","06/15/2013",2013,0,0,NA,NA,NA,NA
3681,"PC-0290-15","Liability Waiver","Excelsior Window Cleaners","Salina St S, Syracuse","","05/28/2015",2015,0,162.5,NA,NA,NA,NA
3682,"PC-0291-12","Block Party (Residential)","Syracuse Soap Box Derby Inc","Second North St, Syracuse","","05/18/2012",2012,0,0,NA,NA,NA,NA
3683,"PC-0291-13","Liability Waiver","Excelsior Window Cleaners","Fayette St W, Syracuse","","06/15/2013",2013,0,0,NA,NA,NA,NA
3684,"PC-0291-15","Liability Waiver","Excelsior Window Cleaners","Salina St S, Syracuse","","05/28/2015",2015,0,50,NA,NA,NA,NA
3685,"PC-0292-13","Liability Waiver","Hueber-Breuer","Stadium Pl, Syracuse","","06/24/2013",2013,0,0,NA,NA,NA,NA
3686,"PC-0292-14","Road Cut","PEG Bandwith of New York LLC","Bear St, Syracuse","","11/07/2014",2014,0,0,NA,NA,NA,NA
3687,"PC-0292-15","Block Party (Residential)","Syracuse Soap Box Derby Inc","Second North St, Syracuse","","06/09/2015",2015,0,0,NA,NA,NA,NA
3688,"PC-0293-14","Road Cut","PEG Bandwith of New York LLC","State St N, Syracuse","","11/07/2014",2014,0,0,NA,NA,NA,NA
3689,"PC-0294-13","Liability Waiver","Robert H Law","State St N, Syracuse","","06/18/2013",2013,0,0,NA,NA,NA,NA
3690,"PC-0294-15","Block Party (Residential)","Westside Academy @ Blodgett","Oswego St, Syracuse","","06/25/2015",2015,0,25,NA,NA,NA,NA
3691,"PC-0295-13","Liability Waiver","Robert H Law Inc","State St N, Syracuse","","07/01/2013",2013,0,0,NA,NA,NA,NA
3692,"PC-0295-15","Liability Waiver","Vector Construction Corp","Erie Blvd W, Syracuse","","06/03/2015",2015,0,50,NA,NA,NA,NA
3693,"PC-0296-14","Block Party (Residential)","Quiana McMillan","Richmond Ave, Syracuse","","07/04/2014",2014,0,0,NA,NA,NA,NA
3694,"PC-0296-16","Road Cut","Marcellus Construction Co., Inc.","South Ave, Syracuse","","07/11/2016",2016,0,0,NA,NA,NA,NA
3695,"PC-0297-14","Liability Waiver","Power Comm Electric","Van Buren St, Syracuse","","06/21/2014",2014,0,0,NA,NA,NA,NA
3696,"PC-0297-15","Block Party (Business)","Polish Scholarship Fund","Clinton St N, Syracuse","","06/19/2015",2015,0,742.5,NA,NA,NA,NA
3697,"PC-0297-16","Liability Waiver","Northshore Excavating Contractors Inc","James St, Syracuse","","05/17/2016",2016,0,50,NA,NA,NA,NA
3698,"PC-0298-13","Liability Waiver","ABF Freight System","Warren St S, Syracuse","","06/14/2013",2013,0,0,NA,NA,NA,NA
3699,"PC-0298-14","Liability Waiver","Shaffer Building Services, Inc","Warren St S, Syracuse","","07/12/2014",2014,0,0,NA,NA,NA,NA
3700,"PC-0298-15","Public Assembly","Jeanette Radell","Prospect Ave, Syracuse","","06/12/2015",2015,0,0,NA,NA,NA,NA
3701,"PC-0299-15","Public Assembly","Everson Museum of Art","Harrison St, Syracuse","","06/08/2015",2015,0,0,NA,NA,NA,NA
3702,"PC-0301-12","Liability Waiver","Insomnia Cookies","Crouse Ave S, Syracuse","","05/23/2012",2012,0,0,NA,NA,NA,NA
3703,"PC-0301-13","Sidewalk Replace","Ruston Paving Co Inc","Erie Blvd E, Syracuse","","06/24/2013",2013,0,0,NA,NA,NA,NA
3704,"PC-0301-14","Liability Waiver","Viau Construction Corp","Jefferson St E, Syracuse","","06/17/2014",2014,0,0,NA,NA,NA,NA
3705,"PC-0301-16","Road Cut","National Grid","Salisbury Rd, Syracuse","","06/09/2016",2016,0,0,NA,NA,NA,NA
3706,"PC-0302-15","Block Party (Business)","Juneteenth Inc.","Clinton St N, Syracuse","","06/13/2015",2015,0,0,NA,NA,NA,NA
3707,"PC-0302-16","Parking Meter Rental","Humana","Any City Street with a LZ, Syracuse","","05/02/2016",2016,0,56.25,NA,NA,NA,NA
